,destination,hotel_name,hotel_score,latitude,longitude,description,url
544,Toulouse ,Montempô Apparthôtel Toulouse Balma,"7,3",43.6343031,1.4817265,"Situé à Toulouse, à 6 km de Toulouse Expo, le Montempô Apparthôtel Toulouse Balma propose des studios avec une connexion Wi-Fi gratuite.

Les logements comprennent une kitchenette entièrement équipée avec un coin repas, un micro-ondes et un réfrigérateur.

Cet appart'hôtel dispose d'une terrasse.

Le Zénith et le stade de Toulouse se trouvent à 7 km du Montempô Apparthôtel Toulouse Balma. L'aéroport de Toulouse-Blagnac, le plus proche, est installé à 9 km.",https://www.booking.com/hotel/fr/montempo-apparthotel-toulouse-balma.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
545,Toulouse ,Morhange - Au cœur du quartier de Saint-Michel,,43.5866091,1.4444267,"Morhange - Au cœur du quartier de Saint-Michel is located in the Toulouse South-East district of Toulouse, 4.5 km from Zénith de Toulouse, 7.4 km from Amphitheatre Purpan-Ancely and 10 km from Diagora Convention Centre. The accommodation is 1.2 km from the Toulouse Stadium and features free WiFithroughout the property.

The 1-bedroom apartment comes with a living room with a TV, a fully equipped kitchen with microwave and fridge, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment.

Popular points of interest near the apartment include Carmes Metro Station, Jardin Royal and Esquirol Metro Station. The nearest airport is Toulouse-Blagnac Airport, 8 km from Morhange - Au cœur du quartier de Saint-Michel.",https://www.booking.com/hotel/fr/morhange-au-coeur-du-quartier-de-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
546,Toulouse ,La Cour des Juristes - Authentique chartreuse dans Toulouse,,43.609976,1.4365603,"Offering free WiFi, La Cour des Juristes - Authentique chartreuse dans Toulouse is situated in the centre of Toulouse within 3.9 km of Zénith de Toulouse and 4.5 km from Toulouse Stadium. This apartment features accommodation with a terrace.

The 1-bedroom apartment has a living room with a TV, a fully equipped kitchen with dishwasher and microwave, and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment.

Popular points of interest near the apartment include Compans Caffarelli Metro Station, Pierre Baudis Japanese Garden and Jeanne d'Arc Metro Station. The nearest airport is Toulouse-Blagnac Airport, 6 km from La Cour des Juristes - Authentique chartreuse dans Toulouse.",https://www.booking.com/hotel/fr/la-cour-des-juristes-authentique-chartreuse-dans-toulouse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
547,Toulouse ,The Social Hub Toulouse,"8,6",43.610053,1.43037,"Situé à Toulouse, l'établissement The Social Hub Toulouse propose une piscine extérieure ouverte en saison, un salon commun, une terrasse et un restaurant. Cet hôtel 4 étoiles dispose d'une connexion Wi-Fi gratuite et d'un bar. Il se trouve à 1,4 km du centre-ville et à 3,7 km du Zénith de Toulouse.

Les chambres climatisées comprennent un bureau, une machine à café, un coffre-fort, une télévision à écran plat et une salle de bains privative avec douche. Toutes les chambres disposent d'une bouilloire, tandis que certaines comprennent une kitchenette avec un minibar et des plaques de cuisson. Le linge de lit et les serviettes sont fournis.

Un petit-déjeuner continental, végétarien et végétalien est servi chaque matin.

L'établissement assure des services de repassage et de fax/photocopies. Le personnel de la réception ouverte 24h/24 parle français, anglais, arabe et espagnol.

Vous séjournerez à proximité du jardin japonais Pierre Baudis, de la station de métro Compans Caffarelli et de la station de métro République Saint-Cyprien. L'aéroport de Toulouse-Blagnac, le plus proche, est implanté à 6 km.",https://www.booking.com/hotel/fr/the-social-hub-toulouse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from_sustainable_property_sr=1&from=searchresults
548,Toulouse ,La cabine du Marinier,10,43.6149962,1.4190387,"La cabine du Marinier is located in the Toulouse North district of Toulouse, 4 km from Zénith de Toulouse, 4.4 km from Amphitheatre Purpan-Ancely and 6.1 km from Toulouse Stadium. This boat is 1.6 km from Pierre Baudis Japanese Garden and 3.3 km from Jeanne d'Arc Metro Station.

Diagora Convention Centre is 18 km from the boat, while Compans Caffarelli Metro Station is 1.9 km away. The nearest airport is Toulouse-Blagnac Airport, 5 km from La cabine du Marinier.",https://www.booking.com/hotel/fr/la-cabine-du-marinier.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
549,Toulouse ,Aparthotel Adagio Access Toulouse St Cyprien,"7,7",43.59721694,1.42789274,"Situé dans le centre de Toulouse, l'Aparthotel Adagio Access Toulouse St Cyprien propose des studios et des appartements climatisés avec connexion Internet gratuite. Doté d'une réception ouverte 24h/24 en semaine, il se trouve à 5 km de la gare de Matabiau et à 3 km du stade de Toulouse.

Décorés dans un style moderne, les studios et les appartements comprennent une télévision par satellite, une cuisine entièrement équipée avec réfrigérateur et micro-ondes, ainsi qu'une salle de bains privative.

Chaque matin, vous dégusterez un petit-déjeuner buffet dans la salle à manger de l'Aparthotel Adagio Access Toulouse St Cyprien.

Le marché animé de Saint-Cyprien vous attend juste devant l'appart'hôtel, et la place du Capitole est à 25 minutes à pied. Enfin, le parking privé sur place est accessible moyennant des frais supplémentaires.",https://www.booking.com/hotel/fr/citea-toulouse-st-cyprien.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from_sustainable_property_sr=1&from=searchresults
550,Toulouse ,Bellagio - Au cœur du quartier des Carmes,,43.5951021,1.4434407,"Offering free WiFi, Bellagio - Au cœur du quartier des Carmes is located in the centre of Toulouse within 1.9 km of Toulouse Stadium and 3.6 km from Zénith de Toulouse. This apartment is 6.5 km from Amphitheatre Purpan-Ancely and 11 km from Diagora Convention Centre.

The 1-bedroom apartment comes with a living room with a TV, a fully equipped kitchen with oven and toaster, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment.

Popular points of interest near the apartment include Carmes Metro Station, Esquirol Metro Station and Le Pont Neuf. The nearest airport is Toulouse-Blagnac Airport, 9 km from Bellagio - Au cœur du quartier des Carmes.",https://www.booking.com/hotel/fr/bellagio-au-coeur-du-quartier-des-carmes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
551,Toulouse ,Hotel Wilson Square,"8,4",43.60614096,1.44747555,"Hotel Wilson Square is located in the heart of Toulouse's historic city centre, just 200 metres from Place du Capitole. Toulouse Stadium is 4 km away. The hotel offers soundproofed accommodation with air conditioning and free WiFi internet access.

Each guest room at the Wilson Square has a private bathroom and a flat-screen TV with satellite channels. They all are serviced by a lift.

The Wilson Square Hotel is just a few minutes’ walk from Capitole Metro station, which provides access to the city’s main attractions. There is also an airport shuttle stop and a public parking nearby.",https://www.booking.com/hotel/fr/wilson-square-toulouse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
552,Toulouse ,Hôtel Riquet,"6,2",43.60814623,1.45393096,"Situé au cœur de Toulouse, cet hôtel 3 étoiles se trouve à seulement 300 mètres de la gare Matabiau et à 5 km du Stadium de Toulouse. Les chambres climatisées comprennent un lit double, une connexion Wi-Fi gratuite et une télévision par satellite.

Chaque chambre moderne est décorée individuellement et comprend un plateau/bouilloire. Certaines chambres disposent également d'un minibar, d'une baignoire d'angle et d'une vue sur la cour.

Un petit-déjeuner buffet est servi tous les matins dans la salle à manger.

La place Wilson se trouve à seulement 5 minutes à pied de l'hôtel et la basilique Saint-Sernin est à 1,3 km. Un parking est disponible à proximité.",https://www.booking.com/hotel/fr/riquet.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
553,Toulouse ,Résidence Guerlin Saint Aubin,,43.603922,1.452508,"Résidence Guerlin Saint Aubin features accommodation within 500 metres of the centre of Toulouse, with free WiFi, and a kitchen with an oven, a microwave and a fridge.

Each unit is fully fitted with a washing machine, a flat-screen TV, a sofa bed and wardrobe. There is a seating and a dining area in all units.

Popular points of interest near the aparthotel include Capitole Metro Station, Jeanne d'Arc Metro Station and Place du Capitole. The nearest airport is Toulouse-Blagnac Airport, 7 km from Résidence Guerlin Saint Aubin.",https://www.booking.com/hotel/fr/residence-guerlin-saint-aubin.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
554,Toulouse ,Le Windsor - Coeur historique de Toulouse,,43.6037839,1.4485422,"Set in the centre of Toulouse, 4.1 km from Toulouse Stadium and 5.4 km from Zénith de Toulouse, Le Windsor - Coeur historique de Toulouse offers air conditioning. It is situated 6.9 km from Amphitheatre Purpan-Ancely and features a lift.

With free WiFi, this apartment offers a TV, a washing machine and a kitchen with a dishwasher and microwave. Towels and bed linen are featured in the apartment.

Popular points of interest near the apartment include Jean-Jaures Metro Station, Capitole Metro Station and Place du Capitole. The nearest airport is Toulouse-Blagnac Airport, 7 km from Le Windsor - Coeur historique de Toulouse.",https://www.booking.com/hotel/fr/le-windsor-coeur-historique-de-toulouse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
555,Toulouse ,Ibis Styles Toulouse Centre Canal du Midi,"7,5",43.6014709,1.45706829,"L'ibis Styles Toulouse Centre Canal du Midi est situé au centre de Toulouse, au bord du Canal du Midi et à côté de la salle de concerts la Halle aux Grains, à seulement 1 km de la place du Capitole et à 3,5 km du stade toulousain. La connexion Wi-Fi est gratuite.

Les chambres climatisées de l’ibis Styles Toulouse Centre Canal du Midi disposent chacune d'une salle de bains privative. Une télévision à écran plat est également présente dans chaque chambre. Les hébergements sont desservis par un ascenseur.

L’établissement sert un petit-déjeuner buffet continental chaque matin. L'ibis Styles Toulouse Centre Canal du Midi propose une réception ouverte 24h/24 et des journaux gratuits. Le parking privé entraîne des frais supplémentaires.

L'hôtel se trouve à 10 minutes à pied de la gare de Toulouse-Matabiau et à 4 km du parc des expositions. L'aéroport de Toulouse-Blagnac est implanté à 15 minutes en voiture. La station de métro François Verdier est accessible, quant à elle, à 5 minutes à pied. Un parking souterrain sécurisé est disponible moyennant des frais supplémentaires.",https://www.booking.com/hotel/fr/kyriad-toulouse.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from_sustainable_property_sr=1&from=searchresults
556,Toulouse ,Aparthotel Adagio Original Toulouse Centre La Grave,"9,2",43.59971338,1.43289982,"L'Aparthotel Adagio Original Toulouse Centre La Grave est situé sur la rive gauche de Toulouse, à 2,2 km du Zénith et à 2,9 km du Stadium. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux et d'un parking privé. Un parking est disponible sur place.

Les logements comprennent la climatisation, une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une baignoire ou d'une douche, d'un sèche-cheveux et d'articles de toilette gratuits. Un lave-vaisselle, un micro-ondes, un réfrigérateur, une machine à café et une bouilloire sont également fournis.

Cet appart'hôtel sert un petit-déjeuner buffet et continental tous les matins.

L'Aparthotel Adagio Original Toulouse Centre La Grave se trouve à proximité des stations de métro Saint-Cyprien République, Le Pont Neuf et Carmes. L'aéroport de Toulouse-Blagnac, le plus proche, est à 7 km.",https://www.booking.com/hotel/fr/aparthotel-adagio-original-toulouse-centre-la-grave.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from_sustainable_property_sr=1&from=searchresults
557,Toulouse ,Le Petit Capitole - Studio rénové à 2 pas du Capitole,,43.6033366,1.4448666,"Well set in the centre of Toulouse, Le Petit Capitole - Studio rénové à 2 pas du Capitole is within a short distance of Esquirol Metro Station and Carmes Metro Station. This apartment is 3.4 km from Zénith de Toulouse and 3.5 km from Toulouse Stadium.

With free WiFi, this apartment provides a TV and a kitchen with a dishwasher and microwave. Towels and bed linen are featured in the apartment.

Popular points of interest near the apartment include Jean-Jaures Metro Station, Capitole Metro Station and Place du Capitole. The nearest airport is Toulouse-Blagnac Airport, 8 km from Le Petit Capitole - Studio rénové à 2 pas du Capitole.",https://www.booking.com/hotel/fr/le-petit-capitole-studio-renove-a-2-pas-du-capitole.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF90b3Vsb3VzZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCmenrqAbAAgHSAiQ4OTFkZGUzZi00NGU2LTQ2MWMtYjgwZC0xZDM0ZTk0MmI2ZDPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=164a764c817900b6&srepoch=1696265371&from=searchresults
559,Ariège ,AUX 4 LOGIS Appart Hôtel - Le Flore - Petit déjeuner inclus 1ère nuit,"9,3",42.96815794,1.60835119,"AUX 4 LOGIS Appart Hôtel - Le Flore - Petit déjeuner inclus L'établissement 1ère nuit est situé à Foix, à 34 km du col de la Crouzette et à 600 mètres du château de Foix, dans une région propice à la randonnée. Il offre une vue sur la montagne et dispose d'une connexion Wi-Fi gratuite dans tout l'établissement.

Cet appartement comprend une chambre, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un grille-pain. Les serviettes et le linge de lit sont fournis.

Si vous souhaitez découvrir la région, des visites à pied et à vélo sont possibles dans les environs.

Vous séjournerez à 6,5 km de la rivière souterraine de Labouiche et à 17 km du club de golf d'Ariege. L'aéroport de Carcassonne, le plus proche, est implanté à 75 km.",https://www.booking.com/hotel/fr/le-flore-studio-aux-4-logis-petit-dejeuner-inclus-1ere-nuit.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from_sustainable_property_sr=1&from=searchresults
560,Ariège ,Hôtel de la Paix,"8,1",42.76020383,1.76470846,"Situé à seulement 7 km des pistes de ski et à 800 mètres de la gare de Luzenac, l'Hôtel de la Paix vous propose des chambres avec salle de bains privative. Doté d'un bar, il met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking.

Le matin, vous aurez droit à un petit-déjeuner continental, comprenant des viennoiseries, du pain et de la confiture. Un restaurant traditionnel est également accessible à 800 mètres.

Certaines chambres doubles sont équipées d'une douche et de toilettes privatives, les autres étant dotées d'une salle de bains et de toilettes communes.

Les grottes préhistoriques se trouvent à 15 km de l'hôtel, l'autoroute A66 à 17 km. L'établissement est entouré de sentiers de randonnée et de pistes cyclables.",https://www.booking.com/hotel/fr/de-la-paix-luzenac.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
561,Ariège ,La Ferme de Bellune,"9,0",43.21121038,1.71356753,"Située à Mazères, en Midi-Pyrénées, La Ferme de Bellune propose des hébergements avec connexion Wi-Fi et parking privé gratuits.

Les logements comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Leur cuisine est équipée d'un lave-vaisselle, d'un four et d'un micro-ondes. Un grille-pain, un réfrigérateur, des plaques de cuisson et une bouilloire sont également fournis.

Ce Bed & Breakfast sert un petit-déjeuner continental chaque matin.

La Ferme de Bellune possède une terrasse.

Vous pourrez également vous détendre dans le jardin.

L'aéroport de Carcassonne, le plus proche, est implanté à 51 km.",https://www.booking.com/hotel/fr/la-ferme-de-bellune.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
562,Ariège ,Grange ancienne aménagée,"9,1",42.85134405,1.52816445,"Dotée d'un jardin et d'un barbecue, la Grange ancienne aménagée est située à Rabat-les-Trois-Seigneurs, à 36 km du col de la Crouzette, à 6,9 km de la grotte de Bedeilhac et à 11 km de la grotte de Lombrives. Cette maison de vacances se trouve à 27 km de la rivière souterraine de Labouiche et à 37 km du club de golf d'Ariege.

Dotée d'une terrasse avec vue sur la montagne, cette maison de vacances dispose d'une télévision à écran plat, d'une cuisine bien équipée avec lave-vaisselle, four et micro-ondes, ainsi que d'une salle de bains avec baignoire et sèche-cheveux.

Vous pourrez pratiquer le ski et le vélo dans les environs. La maison de vacances possède un local à skis.

Vous séjournerez à 13 km de la grotte de Niaux et à 21 km du château de Foix. L'aéroport de Carcassonne, le plus proche, est implanté à 95 km.",https://www.booking.com/hotel/fr/ancienne-grange-amenagee.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
563,Ariège ,LE CITY Studio - AUX 4 LOGIS - Petit déjeuner inclus 1ère nuit,"8,4",42.96823311,1.60834712,"Studio LE CITY - AUX 4 LOGIS - Petit déjeuner Inclus L'établissement 1ère nuit est situé à Foix, à 34 km du col de la Crouzette et à 600 mètres du château de Foix, dans une région où vous pourrez faire des randonnées. Il offre une vue sur la ville et dispose d'une connexion Wi-Fi gratuite dans tout l'établissement.

Cet appartement comprend une chambre, une télévision par câble à écran plat, une salle de bains pourvue d'une douche ainsi qu'une cuisine équipée avec un micro-ondes et un grille-pain. Les serviettes et le linge de lit sont fournis.

Vous pourrez pratiquer le ski, le vélo et la randonnée dans les environs.

Vous séjournerez à 6,5 km de la rivière souterraine de Labouiche et à 17 km du club de golf d'Ariege. L'aéroport de Carcassonne, le plus proche, est implanté à 75 km.",https://www.booking.com/hotel/fr/studio-le-city-aux-4-logis.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from_sustainable_property_sr=1&from=searchresults
564,Ariège ,Maison du Breilh,"8,6",43.0918891,1.8755823,"Dotée d'un jardin, d'une piscine privée et d'une vue sur la cour intérieure, la Maison du Breilh est située à Mirepoix. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.

Les serviettes et le linge de lit sont fournis.

Ce Bed & Breakfast sert un petit-déjeuner continental tous les matins.

Buffalo Farm se trouve à 18 km de la Maison du Breilh, tandis que la fontaine de Fontestorbes est à 29 km. L'aéroport de Carcassonne, le plus proche, est à 40 km.",https://www.booking.com/hotel/fr/le-breilh-mirepoix.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
565,Ariège ,Village de Vacances Les 4 Chemins,"8,7",42.88897222,1.20983621,"Situé à Soueix, à 50 km d'Andorre-la-Vieille et à 32 km de Baqueira-Beret, le Village de Vacances Les 4 Chemins dispose d'un barbecue et offre une vue sur la montagne.

Tous les chalets comprennent un coin salon. Certains possèdent un coin repas et/ou une terrasse. Leur cuisine est équipée d'un micro-ondes, d'un réfrigérateur et de plaques de cuisson.

Le Village de Vacances Les 4 Chemins comporte en outre une aire de jeux pour enfants.

Vous pourrez jouer au tennis sur place et la région est très prisée des amateurs de ski. Vous aurez la possibilité de pratiquer diverses activités dans les environs, comme l'équitation et le vélo. Le Village de Vacances Les 4 Chemins se trouve à 40 km de Vielha et à 84 km de l'aéroport de Toulouse-Blagnac, le plus proche de l'établissement.",https://www.booking.com/hotel/fr/village-de-vacances-les-4-chemins.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from_sustainable_property_sr=1&from=searchresults
